ID,Type,Situation,Question,Option_0,Option_1,Option_2,Option_3,Answer
13y0o1p,Empathy,"A person (30F) has developed feelings for her friend (32M) and they have been engaging in flirtatious behavior. She asked him out, but he rejected her, yet he continues to act flirtatiously towards her.",What do her friend's mixed signals mean?,"Communicate openly with your friend about your confusion and express how his mixed signals are affecting you, to ensure both of you are on the same page.","Don't let his flirtatious behavior cloud your judgement, focus on maintaining your own emotional well-being.","Set clear boundaries with your friend to avoid any misunderstandings or further confusion, making it clear that you value the friendship and want to maintain a platonic relationship.","He doesn't want to date you, but likes the attention.",3
17royu8,Empathy,"A person discovered her husband texting a female coworker and confronted him about it. Later, the coworker made advances towards him, but he rejected her. The person is struggling to forgive her husband for turning down the coworker.",Why is the person having difficulty getting over her husband's rejection of the coworker?,"She may have underlying trust issues and insecurities in relationships, and she should consider seeking therapy to address these issues and work on building her confidence.","The person might be struggling to accept that her husband, despite his mistake of texting the coworker, made the right decision in rejecting her advances, leading to confusion and mixed emotions.",The person may be having difficulty getting over her husband's rejection of the coworker because it undermines her sense of worth and makes her question why he felt the need to reject the coworker in the first place.,"The rejection could also be triggering feelings of jealousy and insecurity in the person, as she may fear that her husband only rejected the coworker out of obligation rather than genuine disinterest.",0
15irv3s,Empathy,"A person has been married to his wife for 10 years and they have two children. While checking their joint bank account, he discovered that his wife has a separate bank account that she hasn't told him about. When confronted, the wife refused to show the account details on the internet, which upset the person.",Why is his wife hiding a separate bank account?,It's possible that your wife is hiding the separate bank account because she is engaging in financial infidelity and doesn't want you to know about certain transactions or expenses.,This hidden bank account could be a sign that your wife is planning to leave the marriage and wants to secure her own financial resources before doing so.,The wife may want financial independence and a sense of control over her own finances.,"It's concerning that your wife is refusing to show the account details online, as it suggests she may be involved in illegal or unethical activities.",2
17rps5c,Empathy,"A person (27f) rekindled her friendship with her friend (27f) after a falling out. The friend, who is getting married and invited the person to her bachelorette party, suddenly sends a text saying she values deep connections but doesn't think the friendship aligns with her anymore, causing confusion.",Why did the friend's feelings suddenly change and does it mean the person is no longer invited to the wedding?,"There might be external factors, such as stress or pressure from wedding planning, that have caused your friend to reevaluate her relationships temporarily. It doesn't necessarily mean you are no longer invited to the wedding.",Just because your friend expressed a change in her feelings doesn't automatically mean you are no longer invited to the wedding.,"It's possible that there is some misunderstanding or miscommunication that caused your friend to feel this way, so it might be worth having an open and honest conversation to clarify things.","It seems like the sudden change in your friend's feelings might have been caused by a growing disconnect in the friendship, and it is possible that this means you are no longer invited to the wedding.",3
15fjxn2,Empathy,"A person's girlfriend expressed admiration and respect for a neighbor who physically abused his wife, and also shared similar sentiments about her uncle who did the same.",Why does the girlfriend feel admiration for men who beat their wives?,"It is extremely concerning and alarming that your girlfriend holds admiration and interest in men who perpetrate domestic violence, as it goes against fundamental principles of respect and empathy for others.","Your girlfriend's admiration for abusive individuals is an indication of a deep-seated problem, as it suggests a lack of understanding about the gravity of domestic violence and its impact on victims.","She believed in relationships one person needs to have that power over the other, and admire for having complete, iron-fisted control over another person. ",It's essential to approach this situation with compassion and encourage your girlfriend to seek professional help or counseling to address her deeply problematic and concerning viewpoint relating to domestic abuse.,2
14rk9pt,Empathy,"A person (32F) had sex with her best friend's (32F) boyfriend (30M) 10 years ago. After taking the blame, cutting ties, and moving on, the person is now contacted by her best friend.",Why is the best friend reaching out after all these years?,She might be reaching out to find forgiveness.,She might have discovered new information about the situation or have changed their perspective.,She might be seeking closure and healing.,"She might be reaching out for selfish reasons, such as wanting to appease her guilty conscience or to sabotage the person's current relationship.",2
179679i,Empathy,"A person experienced a traumatic incident involving sexual activities and police, leaving her feeling unsafe and traumatized. When she expressed her fear of becoming a victim of sexual assault to her boyfriend, he responded by saying he would reconsider their relationship if that happened.",Why would the person's boyfriend respond in such a cruel way?,The boyfriend may be unable to handle the emotional weight and complexities of the traumatic incident.,The boyfriend's response reveals a lack of understanding about the realities of sexual assault and the importance of supporting survivors.,The boyfriend lacks the necessary empathy and compassion and doesn't love the person.,"The boyfriend may have responded that way out of fear and uncertainty, not knowing how to handle the situation properly or provide the necessary support.",2
183ryi5,Empathy,"A person, a 27-year-old, has been in a relationship with her 30-year-old boyfriend for over 2 years. They initially watched Avatar: The Way of Water during sex and now her boyfriend insists on watching it every time they have sex, causing frustration.",Why does the boyfriend insist on watching Avatar: The Way of Water during sex?,The boyfriend could be using the movie as a distraction or a way to disconnect from the intimacy of the sexual act.,The person feels frustrated because their boyfriend's insistence on watching the same movie during sex makes them feel like their intimacy is becoming repetitive and mundane.,The boyfriend may have a specific fetish or preference related to Avatar: The Way of Water.,"Providing support, listening empathetically to their frustrations, and offering suggestions or strategies for initiating a constructive conversation can help the person navigate and potentially resolve this issue.",2
15ksow4,Empathy,"A person's 5-year-old child passed away in January, leaving he (37M) and his wife (36F) devastated. A month later, the wife expressed the desire to try for another baby.",Why does the wife desire to try for another baby so soon?,"OP should consider that trying for another baby does not mean they are replacing their child, but rather starting a new chapter in their lives and finding joy and hope in the future.",It's a way for the wife to cover the grieving process and for completeness.,"Exploring the option of having another child does not mean forgetting their son, but rather finding a way to honor his memory while also moving forward and building a new future for their family.","Seeking therapy together as a couple could help OP and his wife navigate their grief and decision-making process, allowing them to address their individual fears and concerns in a supportive environment.",1
187gdfu,Empathy,A person has been in a relationship with their boyfriend for 10 months. The boyfriend has been critical of the person's dog since they met and now wants the dog to be sent away temporarily to the person's dad's house.,Why does the boyfriend want to have a say in whether the dog should be sent away?,"If he is insisting on sending the dog away and criticizing your furry friend, it may indicate a lack of understanding or empathy.","It is not necessarily a red flag that your boyfriend wants to have a say in whether the dog should be sent away, and he may simply have concerns or reasons that he wants to discuss with you.",He wants you to make such changes to your life so you have more time for him.,It could simply be a request for compromise or a discussion about practicality.,2
15pkjxh,Empathy,"Despite evidence and multiple people confirming a person's fiance's infidelity, he continues to deny it, leading to the end of their relationship. The person has been financially supporting him for the past 9 months, covering expenses like house repayments, rent, and courses, but now he's requesting the expensive engagement ring back.","Why should she give him the expensive engagement ring back, considering everything that has happened?",Returning the expensive engagement ring would symbolize her emotional liberation from the infidelity and material detachment from a toxic relationship.,"You may want to check the laws in your area, as in some jurisdictions the engagement ring is considered a conditional gift that should be returned if you don't end up getting married.","Holding onto the expensive engagement ring can also serve as a lesson for her ex-fiance, making him face the consequences of his actions and hopefully encourage him to reflect on his behavior.",Returning the expensive engagement ring would only validate his denial and give him the satisfaction of getting away with his infidelity and deceit.,1
15krhvs,Empathy,"A 42-year-old woman started dating a 44-year-old man, and after initially positive interactions, communication issues arose due to his car trouble and child custody commitments. Despite rescheduling their date, she expressed concerns about barriers in their connection.",Why is the man giving the person mixed signals?,Mixed signals could indicate that he is not ready for a committed relationship.,"Dad's like that, tend to be fully available when they aren't parenting and ghosts when they have their kids, bc it takes their undivided attention.",It's possible that he is playing games or enjoying the thrill of uncertainty.,"Trust your instincts and listen to your gut feelings about his behavior, as mixed signals could indicate a lack of genuine interest or commitment.",1
14ipkl2,Social-cognition,"Three years ago, a person went through a high-conflict divorce after his ex-wife cheated on him during the COVID pandemic. Despite legal complications and false allegations against him, he managed to secure full custody of their son. Now, his ex-wife, facing eviction due to laziness and unconventional beliefs, has asked to stay with him temporarily, posing a dilemma about maintaining boundaries for the sake of his mental health and stability.",Should this person allow his ex-wife to live with him and their son?,"The person's feelings of being overwhelmed and conflicted stem from his history of codependency and difficulty setting boundaries, making it a challenge to decide whether his ex-wife should live with him and their son.","Consider providing a temporary living arrangement for your ex-wife to benefit your son's well-being and his relationship with his mother, despite codependency struggles.",Allowing your ex-wife to live with you temporarily can demonstrate compassion and empathy while ensuring her safety and well-being.,"Living with your ex-wife and son is not recommended, as evidenced by the false allegations, legal complications, and lack of effort to see their son in the past.",3
14quyd9,Social-cognition,"A person's boyfriend broke her foundation bottle as a misguided attempt to show that she doesn't need makeup, leaving her shocked and unsure of how to feel about his actions.",Should a person be upset with her boyfriend for breaking her foundation in an attempt to prove she is beautiful without makeup?,"A person may feel conflicted about her boyfriend breaking her foundation, appreciating his intentions but also frustrated by the loss.","A person should be upset with her boyfriend for breaking her foundation bottle, as it is a controlling and unacceptable action.",A person may feel violated and uncertain about her boyfriend's actions that crossed her boundaries by breaking her foundation and attempting to prove her beauty without makeup.,"A person should understand her boyfriend's intentions of supporting her natural beauty and promoting self-confidence without makeup, rather than being upset about him breaking her foundation.",1
17ah80s,Social-cognition,"A person's husband invited his best friend to stay with him after a fight with his wife, but the friend began making the person uncomfortable and crossed a line by rubbing against him. The husband confronted the friend, resulting in a physical fight and the end of their friendship.",Whether the person feels this way is normal and will it fade with time?,"The person should communicate their discomfort, assert boundaries, and express the need for immediate action to determine if feeling guilty and responsible is a normal and temporary reaction.","The person's feelings of guilt and responsibility stem from the friend's disregard for boundaries, and the person wonders if these feelings will subside with time and if the husband will take measures to address the situation.","Seeking support from friends, family, or personities and advocating for justice and accountability can shape desired social outcomes, providing a possible solution for the person's guilt and responsibility.","Feeling guilty and responsible is normal, but the person's husband's belief in them and his choice to end the friendship suggest that these feelings will likely fade with time.",3
16g4e45,Social-cognition,"A 59-year-old woman is on vacation in a large rental home with her family. She does not want to have sex during this time, but her husband, also 59, doesn't understand why.",Do people in general abstain from having sex when vacationing in a large rental home with their family?,"People in general should openly communicate with their spouse about their feelings, desires, and reasons for not wanting to engage in sexual activity while on vacation in a large rental home with their family.","It is not uncommon for people to abstain from having sex when vacationing in a large rental home with their family, but the husband should not be angry or disrespectful towards a person's boundaries in this situation.",Couples should openly communicate and consider their desires and comfort levels regarding sex in a rental home with family during vacations.,Many individuals abstain from sexual activities during family vacations to prioritize quality time with loved ones and maintain a respectful atmosphere.,1
15b3dj2,Social-cognition,"A person is a 27-year-old woman who has lost all sexual and emotional desire towards her husband, with a rocky marriage and a history of forgiveness for his abusive behavior and lack of support.",Is there any hope of saving the marriage and is it worth the effort?,Restoring the emotional and sexual desire in the marriage may still be possible if both spouses are willing to communicate and work on the relationship.,"Efficient and accurate communication about a person's feelings, needs, and desires can offer hope for saving the marriage.",The lack of support and trust resulting from repeated abuse may lead the person to question the potential for salvaging the marriage and whether it is worth the effort.,Moving on from this rocky and abusive marriage might be the best decision for her own well-being and happiness.,3
15uyfjt,Social-cognition,"A person's husband frequently walks around naked in front of his 4-year-old daughter despite the person's discomfort with the behavior. The husband's own father also exhibits similar behavior, suggesting it may be a family norm.","Is it normal or acceptable for the husband to continue walking around naked in front of his 4-year-old daughter, or is the person justified in feeling uncomfortable and wanting him to be more discreet?","t is important for the husband to address the person's concerns, respect boundaries, and create a healthy environment for their daughter.","udity is a normal and acceptable behavior that should not be sexualized, and it is beneficial for children to see and understand different bodies to prevent shame and promote healthy conversations about consent and body image.",he husband's behavior of walking around naked in front of his 4-year-old daughter is not appropriate as it can confuse her understanding of boundaries.,"eeking therapy, discussing societal norms and expectations, and establishing a shared understanding and agreement within the family can help shape the person's desired social outcomes.",1
17khje4,Social-cognition,"A person (26F) traveled with her boyfriend (28M) and the person's mother (58F) for 12 days in Japan. Throughout the trip, the mother exhibited rude behavior and threw tantrums, causing tension and ruining the person's experience. The person feels neglected by her boyfriend, who prioritizes his mother over their relationship.",Should a person consider breaking up with her boyfriend based on the mother's behavior and lack of support during the trip?,The person should openly and calmly communicate her feelings and concerns to both her boyfriend and his mother to address the issue of the mother's behavior and lack of support during the trip.,"Considering the mother's behavior and lack of support, it may be advisable for the person to reconsider her relationship with her boyfriend.",The person may be considering breaking up with her boyfriend due to the mother's disruptive behavior and lack of support during the trip.,The person should not consider breaking up because the boyfriend's support for his mother proves that he is a kind and filial person.,1
182uie1,Social-cognition,"A person's parents have conducted a DNA test on the person's eldest daughter without the person's consent, trying to prove that the person's wife had cheated on them. The person wants to cut off contact with their parents due to their intrusive behavior.",Is cutting off contact with the grandparents an overreaction?,"The person desires to cut off contact with their parents due to feeling betrayed and violated, and also seeks advice on how to make their parents understand that they are not being manipulated by their spouse.",The person should consider whether cutting off contact with the grandparents is an overreaction and find a way to make their parents understand that they are not being manipulated by their spouse.,"Cutting off contact with the grandparents may have long-term consequences, potentially causing the person to miss out on significant family events and relationships.","Cutting off contact with the grandparents is not an overreaction, as they violated boundaries and caused emotional harm to the person's family.",3
15y7mv1,Social-cognition,"A person's dog recently died and he was expecting comfort from his girlfriend of three years, but instead she called him a pussy for being sad about it.",Is the relationship over or is there a way to fix it?,"A person should be provided with emotional support, encouraged for open communication, and suggested for couples counseling or therapy to address underlying issues in his relationship.",Discuss the incident with your girlfriend and explain the impact of her lack of empathy.,Ending the relationship is unnecessary because it was clearly just a joke.,Ending the relationship would be the best course of action due to concerns about your girlfriend's lack of empathy and compassion.,3
17k5g7g,Social-cognition,"A person's girlfriend made a racist joke about the person in a language he doesn't understand, causing the table to laugh except for a few who looked shocked. The person is hurt and the girlfriend has apologized but doesn't seem to understand why he is hurt. The person is half Arab and looks mixed race, while the girlfriend and her friends are all white.",Is the person being too sensitive about feeling hurt by the racist joke made by his girlfriend?,"Supporting the person emotionally, promoting constructive conversations about racism, and encouraging the girlfriend to educate herself on different cultures can aid in healing and fostering understanding.",The person feels hurt by the racist joke targeting his racial identity and questions his girlfriend's understanding and acceptance of who he is.,The person is justified in feeling hurt by the racist joke made by his girlfriend.,The person needs to communicate openly to his girlfriend about how the racist joke was hurtful and why it is important for her to understand his feelings.,2
17ty4lc,Social-cognition,"A person's girlfriend borrowed and wore his sentimental soccer jersey, despite being asked not to, causing it to stretch out.",Is the person overreacting by being upset about his girlfriend wearing the jersey against his wishes and stretching it out?,A person may feel upset about his girlfriend disregarding his request and damaging something sentimental.,"Yes, it is important to communicate calmly and find a solution together instead of getting upset if she genuinely didn't realize the sentimental value of the jersey.","A person is justified in being upset because his girlfriend went against his wishes, showing a lack of respect and trust, and should consider whether this relationship is worth continuing.","The desired social outcome can be achieved through mutual respect, understanding, communication, and honoring each other's belongings.",2
16gquv0,Social-cognition,"A person's boyfriend forces her to wake up at 7am every morning by turning on the lights, setting off the alarm, and pestering her until she gets up. He wants her awake when he leaves for work at 8:30am, and often asks her to pack his lunch or do chores before he goes. ",Is it normal for couples to go through a similar situation?,"It is common for couples to have different sleep routines and preferences, which can lead to situations where one partner wakes the other up at a specific time. ","Couples often have differing sleep schedules, and waking each other up can promote connection and sharing of the day. ","Couples going through similar situations are abnormal, so the person should communicate her frustrations to her boyfriend and establish boundaries. ",Discussing and compromising on wake-up times to consider each other's needs is necessary to handle this issue and is common among couples.,2
16sots8,Social-cognition,"A person (28f) and her husband (30m) have been discussing starting a family, but the person has reservations and fears about becoming a parent. After attempting to conceive for the first time, she experiences a panic attack and doubts her readiness for this life-altering step.","Is it normal to have doubts and fears when trying for a baby, even when you love your partner and want to start a family?",Experiencing fears and doubt about becoming a parent can cause the individual to feel or act in that way.,"Openly communicate with your partner about your fears and concerns, seeking emotional support and potential solutions together to navigate this emotional turbulence.","Having doubts and fears while trying for a baby, despite loving your partner and desiring to start a family, can be normal.","Navigating emotional turbulence while trying for a baby involves openly expressing fears and concerns to one's partner, seeking professional guidance, and fostering open communication for mutual understanding and support.",2
17220uv,Social-cognition,"A person recently lost her virginity to her boyfriend, who was not gentle during the experience despite her expressing pain and discomfort. She is now feeling confused and unsure about her emotions towards him.",Am I overreacting by being upset about my boyfriend's lack of consideration and gentleness during our first sexual experience?,"The person's confusion and uncertainty might stem from physical pain, emotional distress, and a breach of trust from her boyfriend.",You have every right to be upset about your boyfriend's lack of consideration and gentleness during your first sexual experience.,"Your boyfriend may have misunderstood your cues or not realized your discomfort, as everyone has different preferences and expectations for their first sexual experience.",Seeking therapy or counseling and establishing healthier boundaries in relationships are effective ways to shape desired social outcomes.,1
15npu82,Social-cognition,"A year ago, the person's wife revealed she was involved with another man and wanted to pursue a relationship with him. He has two children. Shortly after, she moved in with a different man and became pregnant. Now, she claims to still be in love with the person and wants to get back together.","Should the person consider getting back with his wife, despite the presence of a new baby and the biological father being involved in their lives?","Considering the love and history between the person and his wife, it may be worth getting back together despite the new baby and the biological father's involvement.","The person should communicate openly with his wife about his intentions, boundaries, and expectations for the future.","Considering the person's past experiences and the potential negative impact on himself and the kids, it would not be wise to get back with his wife.","Exploring the possibility of reconciliation may be worth considering for the person, keeping in mind the potential benefits for their children.",2
14al2ln,Social-cognition,"A person's best friend privately messaged her boyfriend on Instagram, coming on to him and claiming she is more attractive. The best friend says she messaged him to test his faithfulness to the person.","Should the person believe her best friend's explanation for messaging her boyfriend, or is there something more going on?","The person should communicate his feelings, expectations, and boundaries clearly to his best friend and boyfriend, prioritizing trust and respect.",Consider the best friend's perspective and give her the benefit of the doubt before making assumptions.,"The best friend's explanation is untrustworthy, and suspect there may be more to the situation.",Trust your friend's explanation unless evidence or prior behavior indicates otherwise.,2
17j52bk,Social-cognition,"A person had an argument with her boyfriend and they made up, but while cuddling, he made a crude comment about a actress and she joked about it. In response, he slapped her lightly and told her not to joke about it, leaving her feeling hurt and scared.",Should the person be worried about her boyfriend's reaction and is she making too big of a deal out of it?,The person should prioritize her safety by leaving the relationship and be concerned about her boyfriend's reaction.,"The person may not need to worry about her boyfriend's reaction, as it may have been a one-time occurrence rather than indicative of a larger issue.","The person should communicate with her boyfriend about boundaries and consent, considering it might have been an isolated incident.",The person should communicate openly with her boyfriend to clarify his actions and intentions instead of jumping to conclusions or making it into a bigger issue than it is.,0
17p6gn4,Social-cognition,"A person's boyfriend of 6 years got them an expensive action figure of themselves conjoined for their birthday, even though they have no interest in action figures and toys, while he is an avid collector.",Am I ungrateful for not being happy with this gift and feeling like it wasn't really for me?,A person should have a sincere conversation with their boyfriend to express gratitude for the gesture but also explain their lack of interest in action figures.,"A person is not being ungrateful, as the gift seems more like something the boyfriend would want rather than something personal for them.","The boyfriend may have misunderstood the person's lack of interest in action figures, assuming she would appreciate it as a gesture of their relationship.",You are being ungrateful by not appreciating the gift chosen specifically for you by your boyfriend.,1
184pa2k,Social-cognition,"A person's 45-year-old son is dating a 19-year-old girl, indicating a significant age difference in their relationship.",Should the person be concerned about his son's relationship with such a much younger girl?,he person should not be concerned about his son's relationship with a much younger girl as long as both individuals are consenting adults.,he person may have concerns about his son's relationship because of the significant age difference between him and his girlfriend.,he person should not automatically assume that a significant age difference in relationships is problematic or unusual.,"he person should be concerned due to potential challenges in maturity, life experiences, and future goals between a 45-year-old and a 19-year-old.",3
174g46j,Social-cognition,"A person (26M) had an argument with his ex-girlfriend (25F) over Halloween plans, which resulted in her locking him out of his own bedroom.",If he overreacted by breaking up with his ex-girlfriend over her locking him out of his bedroom?,"A person is unsure if breaking up over being locked out of his bedroom is an overreaction, especially if there were no prior issues.",A person can assess whether he overreacted by openly expressing his desires and feelings and listening to his ex-girlfriend's perspective.,"Only a person can decide if breaking up was the correct choice considering his own emotions, values, and the incident's significance within the relationship.","A person did not overreact by breaking up with his ex-girlfriend, as her actions were unreasonable and showed a lack of respect for his choices, mental health, and personal space.",3
15t63xh,Social-cognition,A person's friend is turning forty and wants to go on a cruise for her birthday. A person invited her sister and two male friends of the friend also joined. A person's boyfriend claims that going on the cruise with two men is cheating.,"Is a person in the wrong for going on the cruise with two men, even if it is not physically cheating?","A person going on a cruise with two male friends may create opportunities for emotional or physical infidelity, leading to the boyfriend's discomfort.","A person is not at fault for going on the cruise with two men, as it does not involve physical infidelity and her partner's mistrust is baseless.",A person should address her boyfriend's concerns and engage in an open and honest conversation about why going on the cruise with two men makes him uncomfortable.,A person's boyfriend may feel possessive or insecure about her spending time with other men on a cruise.,1
14l6if3,Social-cognition,"A person's boyfriend asked her to spend more time at his place, but now wants her to contribute to his rent and council tax because she is there more often. The person does not earn a lot of money and already pays for food, cooking, and cleaning while at their boyfriend's place. The person is unsure if the boyfriend's request is fair, especially since the boyfriend earns significantly more money and does not have to pay for certain expenses like car-related costs.","Is it fair for the boyfriend to ask the person to contribute financially towards his rent and bills, considering their income disparity and the expenses she already incurs when visiting?",The boyfriend wants the person to contribute financially towards his rent and bills due to their income disparity and the expenses she incurs when visiting.,The boyfriend's request for financial contribution is seen as unfair considering the expenses the person already incurs and the power dynamics and manipulative behavior in the relationship.,"The boyfriend's request for financial contribution is reasonable in maintaining a balanced relationship, given the increased time spent at his place.",Suggesting ways to divide expenses fairly can provide relationship support and relieve tension.,1
1115h96,Social-cognition,"A person (26F) is feeling jealous and insecure when her husband (24M) mentions his female co-worker. They have a special game of paper, rock, scissors that they play together, but the husband revealed that he also plays the game with his co-worker, causing the person to feel betrayed and upset.","Is the person overreacting and exaggerating her feelings of betrayal, or is it understandable for her to feel upset about her special game being played with someone else?","The person feels threatened by her husband's relationship with his female co-worker, causing her to feel jealous and insecure.","The person's feelings of upset and betrayal about her special game being played with someone else are understandable, possibly indicating her husband's developing closeness with his female colleague.","The person should not assume the worst, as he may have innocently shared the game without any intention of betraying her.",The person can express her need for reassurance and request that her husband sets boundaries with his co-worker to prioritize their own special game and maintain a healthier dynamic.,1
15wktr0,Social-cognition,"A person's 38-year-old fiance admitted to fathering a child with a casual fling he had a month before they met. He only found out about the child after receiving a court-ordered paternity test, and he didn't inform the person until the results confirmed he is the father.","Did the person make the right decision by breaking up with her fiance, or is there a way to manage this situation and continue the relationship?","The person may be able to continue the relationship if there is open and honest communication, and if the fiance takes responsibility and commits to being a dedicated father.","Breaking up appears to have been the optimal decision given the circumstances, implying that there may not be a possibility to manage the situation and continue the relationship.",The person may have mixed feelings about the person's relationship with the fiance due to his past actions and lack of openness.,The person could choose to work through the situation with the fiance if he believes in forgiveness and second chances and the fiance shows genuine remorse and a willingness to make amends.,1
184aegz,Social-cognition,"A person's husband told her she should buy closed-toed shoes because she doesn't do her toes. She felt hurt by his comment and brought it up later, leading to a fight. She has Hashimoto's, which affects her nail growth and makes her feel insecure.",Am I being too sensitive or overreacting because of my insecurity regarding my appearance?,A person should openly and honestly express how her condition has impacted her nail growth and acknowledge her insecurity.,"Your husband's comment was unfair and insensitive, and it is understandable that you feel hurt.",The husband's concern about a person's appearance and belief in closed-toed shoes might be influenced by her insecurity.,"Being provided emotional support, understanding, and education about Hashimoto's has the potential to enhance the husband's empathy and support towards a person.",1
15ydvwh,Social-cognition,"A person had a break with her boyfriend due to family reasons, during which her best friend visited him multiple times. After getting back together, the boyfriend drunkenly admitted that he had a lot of sex with the best friend during the break.",Is the person being too lenient by not being upset about her boyfriend having sex with her best friend during their break?,The person should directly express her feelings to both her best friend and boyfriend.,The person feels betrayed and hurt due to the dishonesty of her best friend and boyfriend during their break.,"Yes, it may be worth reevaluating the trust and commitment in the relationship if the person is not upset about her boyfriend having sex with her best friend during their break.","Yes, the person is justified in feeling upset as her boyfriend's actions violated trust and boundary boundaries within their friendship.",2
16vuvlb,Social-cognition,A person and her husband got into a heated argument after he mixed vinegar and bleach in the washer. He dismissed her concerns and insulted her father. She decided to stay at a hotel for the night.,"Is it normal for a husband to yell at his wife during arguments, and should a person be concerned about the state of their marriage?","Occasional heated arguments, while not ideal, can be a normal part of a marriage as long as both partners are willing to work through their issues and communicate effectively, and a person should consider the state of their marriage.",Open and honest communication with the husband is key to addressing her concerns about the state of their marriage and the husband's tendency to yell during arguments.,"Yelling at a spouse during arguments, particularly when disregarding concerns and insulting family members, is concerning and not normal, and seeking professional help may be beneficial to address these issues in the marriage.",Creating a respectful and understanding environment in a relationship can shape the person's desired social outcome.,2
16h1o52,Social-cognition,"A woman attended a wedding with her boyfriend and encountered a situation where he expressed attraction towards one of the bridesmaids, who he had previously gone to a dance with in college. The boyfriend showed physical affection towards the bridesmaid in front of a person and her boyfriend.",Was the person overreacting or was her boyfriend's behavior disrespectful enough to be addressed and brought up?,"A person may have misinterpreted the situation and her boyfriend's behavior towards the bridesmaid, but it could be a harmless interaction from their past.",The boyfriend's behavior was disrespectful enough to be addressed and brought up.,A person should have an open conversation with her boyfriend to avoid jumping to conclusions about his behavior at the wedding.,The situation could lead to tension or conflict between the woman and her boyfriend due to unresolved feelings from their past relationship.,1
16kl05r,Social-cognition,"A person (31F) and her husband (31M) are discussing whether it is rude or not for the husband to buy contacts from Costco without using his optometrist who does not accept his insurance. The husband believes it would be rude to the Costco optometrist, while the person disagrees and thinks the idea is silly.","Is it rude to buy contacts from a store, like Costco, without using its optometrist for the eye exam?",Buying contacts from a store like Costco without using its optometrist for the eye exam may be seen as undervaluing or undermining their expertise and services.,"The optometrist at Costco won't be aware or affected by whether or not the husband buys contacts from the store, so it is not rude to do so.","The person should calmly explain their perspective, emphasizing affordable options and the financial situation.",Exploring alternative options like negotiating for a discount or finding a different eye care provider who accepts the husband's insurance can help avoid rudeness when buying contacts from a store like Costco without using its optometrist for the eye exam.,1
15do245,Social-cognition,"A person, a 23-year-old female, is feeling confused and hurt because her 25-year-old boyfriend has called her disgusting over what she believes are normal hygiene habits. The habits in question include only washing her hair a few times a week, brushing her teeth in the shower, using water-only to wash certain areas, and wearing the same pajamas multiple nights in a row. ","Are any of the hygiene habits mentioned by the person really that bad, or is her boyfriend overreacting?","Having an open and honest conversation with the boyfriend, where the person explains her perspective and listens to his concerns, can provide clarity on whether any of the hygiene habits mentioned are truly bad or if her boyfriend is overreacting.",The person suggests having a conversation to understand each other's perspectives and see if a compromise can be reached regarding hygiene habits that the boyfriend finds gross.,"The hygiene habits mentioned by the person are not considered bad, but her boyfriend is overreacting and being disrespectful by calling her disgusting.","Hygiene habits can differ among individuals, and what might be acceptable to you could be perceived as disgusting by your boyfriend.",2
11ygqmx,Social-cognition,"A person has been involved in an on-and-off relationship with their partner for several years, and they have a 5-month-old baby together. Despite living together and acting like a couple, the person's partner does not want to commit to a relationship. Frustrated, the person has decided to stop having sex with their partner unless there is a commitment, leading to accusations of manipulation.",Is her approach appropriate?,"A person can shape their desired social outcomes by establishing clear boundaries, seeking support from loved ones, and making choices that align with their long-term goals.","Supporting the person involves providing emotional support, guidance, and encouragement to prioritize self-care and personal growth in their decision to withhold sex until there is a committed relationship.",Having an honest and calm conversation about desires and expectations for the future can help the person determine if they are taking the right approach in their decision to withhold sex until there is a committed relationship.,"It is reasonable for you to withhold sex until there is a committed relationship, and it may be time to consider finding separate living arrangements if your ex-partner does not want that commitment.",3
15oqio8,Social-cognition,"A person's boyfriend strangled her during a joke while they were watching American Horror Story, causing her to feel scared and confused. He has been dating her for 7 months and he has a history of being sent to a mental health facility.","Is it forgivable for the boyfriend to have strangled her as a joke, and has anyone else experienced a similar situation?",The OP should prioritize her safety and leave the relationship immediately due to the extremely concerning and potentially dangerous behavior of the boyfriend.,"Openly communicating intentions, feelings, concerns, and expectations while emphasizing respect can efficiently and accurately convey the person's intention to see if anyone has experienced a similar situation and if the boyfriend's behavior of strangling her as a joke is forgivable.","Having a serious conversation about boundaries and respect in the relationship is crucial when addressing the issue of the boyfriend strangling her as a joke, but forgiveness is a personal choice.","Seek support from loved ones, engage in open dialogue with the boyfriend, and involve professionals for a safe and healthy relationship after the incident of the boyfriend strangling her as a joke.",0
14astc0,Social-cognition,"A person's best friend's wife frequently visits his flat with their baby while her husband is at work. When it's just the two of them, she takes her top off to breastfeed, which seems strange considering her behavior when her husband is around.",Is it normal or appropriate for the best friend's wife to be so comfortable topless in front of a person when breastfeeding their baby?,Breastfeeding topless is considered normal and appropriate if the person is comfortable with it and the best friend's wife is simply providing a nurturing environment for her baby,Breastfeeding in public should be supported and normalized because it is a human right and essential for nourishing the baby,"It is advisable to provide support and advice to the person, suggesting clear communication with their best friend and professional guidance if necessary, regarding the best friend's wife's comfort level with breastfeeding topless","The wife's behavior seems inappropriate and strange, especially since she is more discreet when her husband is present",3
